Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,17,17,37.1,10.8,22.9,.472,3.6,10.7,.335,7.2,12.2,.591,.550,9.8,12.1,.810,0.8,8.4,9.2,9.1,1.5,0.6,4.4,2.5,35.0,,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,23,23,33.3,10.8,19.4,.556,2.2,5.0,.443,8.6,14.4,.595,.613,9.0,10.2,.881,0.5,4.3,4.7,6.4,1.4,0.7,1.7,2.0,32.8,,gilgesh01
3,Tyrese Maxey,25,PHI,PG,23,23,39.9,10.7,22.9,.467,3.7,9.3,.391,7.0,13.6,.519,.546,6.4,7.3,.881,0.3,4.4,4.7,7.2,1.7,0.9,2.7,2.3,31.5,,maxeyty01
4,Donovan Mitchell,29,CLE,SG,23,23,34.3,10.6,21.1,.502,4.0,10.4,.385,6.6,10.7,.615,.597,5.3,6.3,.836,1.0,3.9,4.8,5.5,1.4,0.3,3.4,2.4,30.5,,mitchdo01
5,Nikola Jokić,30,DEN,C,23,23,34.9,10.5,17.1,.612,2.1,5.0,.414,8.4,12.1,.694,.673,6.1,7.2,.855,3.0,9.3,12.3,11.0,1.3,0.8,3.5,2.8,29.2,,jokicni01
6,Jaylen Brown,29,BOS,SF,23,23,33.7,10.7,21.6,.496,2.1,5.9,.363,8.6,15.7,.546,.545,5.6,7.1,.785,1.2,5.0,6.2,4.9,1.1,0.4,3.6,3.1,29.1,,brownja02
7,Giannis Antetokounmpo,31,MIL,PF,17,17,29.1,11.1,17.3,.639,0.6,1.4,.435,10.5,15.9,.657,.656,6.2,9.8,.635,3.3,6.8,10.1,6.1,0.9,0.9,3.3,2.8,28.9,,antetgi01
8,Anthony Edwards,24,MIN,SG,20,20,34.4,9.7,19.3,.500,3.4,8.1,.416,6.3,11.3,.560,.587,6.0,7.2,.833,0.8,4.2,4.9,3.8,1.2,0.8,3.0,2.1,28.7,,edwaran01
9,Austin Reaves,27,LAL,SG,20,20,36.8,8.6,16.9,.509,2.9,7.7,.370,5.8,9.2,.625,.593,8.4,9.6,.874,0.8,4.7,5.5,6.7,1.1,0.2,3.4,2.2,28.4,,reaveau01
10,Jalen Brunson,29,NYK,PG,21,21,34.7,9.8,20.8,.471,2.7,7.4,.359,7.1,13.4,.534,.535,5.7,6.7,.857,0.5,2.6,3.1,6.4,0.8,0.0,2.3,2.3,28.0,,brunsja01
11,Stephen Curry,37,GSW,PG,16,16,31.1,9.1,19.4,.471,4.7,12.0,.391,4.4,7.4,.602,.592,4.9,5.4,.919,0.3,3.4,3.7,4.0,1.3,0.6,3.1,2.2,27.9,,curryst01
12,Lauri Markkanen,28,UTA,PF,22,22,35.1,9.2,19.5,.472,3.0,8.3,.361,6.2,11.2,.555,.549,6.2,6.8,.907,2.2,4.4,6.5,2.0,0.8,0.4,1.2,1.7,27.6,,markkla01
13,Cade Cunningham,24,DET,PG,21,21,36.4,9.5,21.0,.452,1.9,6.4,.299,7.6,14.7,.519,.498,6.5,7.8,.840,1.5,4.9,6.4,9.3,1.5,0.8,3.9,3.3,27.5,,cunnica01
14,James Harden,36,LAC,PG,23,23,35.3,7.7,17.5,.443,3.5,9.6,.367,4.2,7.9,.536,.544,7.8,8.7,.899,0.5,4.9,5.4,8.3,1.2,0.4,4.0,2.1,26.8,,hardeja01
15,Victor Wembanyama,22,SAS,C,12,12,34.7,9.3,18.4,.502,1.7,4.8,.345,7.6,13.6,.558,.548,6.0,7.0,.857,2.0,10.9,12.9,4.0,1.1,3.6,3.6,3.7,26.2,,wembavi01
16,Deni Avdija,25,POR,SF,24,24,34.3,7.8,16.3,.478,2.5,6.6,.380,5.3,9.7,.545,.555,7.8,9.6,.809,1.3,6.0,7.2,6.3,0.7,0.6,3.6,3.3,25.8,,avdijde01
17,Michael Porter Jr.,27,BRK,SF,19,19,32.8,9.3,18.7,.496,3.5,9.0,.392,5.7,9.7,.592,.590,3.8,4.6,.818,1.2,6.4,7.6,3.2,0.9,0.3,2.2,2.2,25.8,,portemi01
18,Kawhi Leonard,34,LAC,SF,14,14,31.7,9.1,18.4,.492,2.3,5.9,.390,6.8,12.6,.540,.554,4.9,5.1,.972,0.6,4.9,5.5,3.0,1.9,0.4,1.9,1.5,25.4,,leonaka01
19,Kevin Durant,37,HOU,SF,19,19,35.3,8.8,17.4,.505,1.7,4.5,.384,7.1,12.9,.547,.554,5.9,6.7,.890,0.3,4.5,4.8,3.9,1.0,0.6,2.8,2.5,25.3,,duranke01
20,Devin Booker,29,PHO,SG,22,22,34.7,8.1,17.8,.457,1.8,5.6,.315,6.4,12.2,.522,.506,7.0,8.0,.874,1.0,3.3,4.3,6.7,0.9,0.4,3.7,2.9,25.0,,bookede01
21,Jamal Murray,28,DEN,PG,22,22,35.0,9.1,18.0,.506,3.3,7.3,.447,5.8,10.6,.547,.597,3.6,4.0,.898,0.5,4.0,4.5,6.8,1.1,0.3,2.4,1.6,25.0,,murraja01
22,Norman Powell,32,MIA,SG,19,19,30.5,8.2,16.2,.505,3.0,6.7,.445,5.2,9.4,.547,.598,5.5,6.3,.867,0.4,3.2,3.6,2.4,1.1,0.3,1.9,2.5,24.8,,powelno01
23,Pascal Siakam,31,IND,PF,23,23,34.2,9.0,18.6,.481,1.8,4.9,.366,7.2,13.7,.522,.529,4.8,7.0,.683,1.6,5.4,7.0,4.1,1.3,0.5,2.2,2.8,24.5,,siakapa01
24,De'Aaron Fox,28,SAS,PG,15,15,32.7,8.4,17.3,.486,2.4,6.3,.379,6.0,10.9,.549,.556,5.1,6.0,.844,0.9,2.9,3.7,6.5,1.3,0.3,3.5,2.4,24.3,,foxde01
25,Tyler Herro,26,MIA,SG,5,5,31.4,8.6,16.4,.524,3.0,6.2,.484,5.6,10.2,.549,.616,3.6,3.8,.947,0.6,4.0,4.6,2.2,1.2,0.6,1.2,1.4,23.8,,herroty01
26,Jalen Johnson,24,ATL,SF,22,22,35.2,8.5,15.8,.534,1.6,4.0,.404,6.8,11.8,.579,.586,4.9,6.0,.805,1.3,9.1,10.5,7.9,1.6,0.4,3.3,2.1,23.4,,johnsja05
27,Alperen Şengün,23,HOU,C,19,19,35.9,8.5,16.8,.505,1.1,2.7,.385,7.4,14.1,.528,.536,5.1,6.8,.738,2.9,6.2,9.1,7.1,1.3,1.0,3.3,3.4,23.1,,sengual01
28,Julius Randle,31,MIN,PF,24,24,33.7,7.7,15.5,.499,1.8,4.9,.356,6.0,10.5,.565,.555,5.7,6.9,.830,1.5,5.6,7.1,6.0,1.0,0.2,2.7,2.6,22.9,,randlju01
29,Franz Wagner,24,ORL,SF,24,24,33.4,7.8,15.9,.490,1.5,4.2,.360,6.3,11.8,.535,.537,5.6,6.8,.823,1.5,4.6,6.1,3.7,1.2,0.4,1.8,2.2,22.7,,wagnefr01
30,Karl-Anthony Towns,30,NYK,C,22,22,33.1,7.4,15.8,.467,1.9,5.4,.353,5.5,10.4,.526,.527,5.8,6.6,.883,3.1,8.8,11.9,3.4,0.8,0.7,2.6,3.4,22.5,,townska01
31,Keyonte George,22,UTA,PG,23,23,33.4,7.0,16.0,.436,2.1,6.3,.329,4.9,9.6,.507,.501,6.2,6.9,.905,0.5,3.4,3.9,6.7,0.8,0.3,3.6,2.3,22.2,,georgke01
32,Dillon Brooks,30,PHO,SF,18,18,31.3,8.2,18.2,.453,2.3,7.4,.306,5.9,10.7,.554,.515,3.3,4.1,.822,0.8,2.3,3.1,1.9,1.5,0.1,2.3,3.5,22.1,,brookdi01
33,Coby White,25,CHI,SG,7,5,29.3,6.7,15.6,.431,2.3,7.6,.302,4.4,8.0,.554,.505,6.4,8.0,.804,0.3,2.4,2.7,5.4,0.6,0.0,3.0,2.1,22.1,,whiteco01
34,Zion Williamson,25,NOP,PF,10,10,30.9,7.4,14.5,.510,0.0,0.3,.000,7.4,14.2,.521,.510,7.3,10.1,.723,2.3,3.3,5.6,4.0,1.6,0.5,3.1,2.3,22.1,,willizi01
35,Kevin Porter Jr.,25,MIL,PG,6,6,28.8,7.2,12.8,.558,3.5,5.7,.618,3.7,7.2,.512,.695,4.0,4.5,.889,0.5,3.0,3.5,5.8,2.2,0.3,2.3,1.7,21.8,,porteke02
36,Bennedict Mathurin,23,IND,SF,13,13,32.8,6.6,14.4,.460,2.8,6.6,.430,3.8,7.8,.485,.559,5.4,6.5,.833,0.8,4.8,5.6,2.3,0.8,0.2,2.9,3.0,21.5,,mathube01
37,Cam Thomas,24,BRK,SG,8,8,28.3,6.6,16.5,.402,2.0,5.6,.356,4.6,10.9,.425,.462,6.1,7.0,.875,0.4,1.0,1.4,2.6,0.5,0.1,2.0,1.9,21.4,,thomaca02
38,Brandon Ingram,28,TOR,SF,25,25,33.9,7.9,17.0,.466,1.4,4.5,.319,6.5,12.5,.519,.508,3.9,4.8,.808,0.8,5.1,5.8,3.7,0.8,0.6,3.1,2.1,21.2,,ingrabr01
39,Shaedon Sharpe,22,POR,SG,20,14,28.4,7.7,17.5,.438,1.6,6.1,.264,6.1,11.4,.531,.484,4.2,5.3,.800,1.2,3.6,4.8,2.3,1.4,0.2,2.9,2.3,21.1,,sharpsh01
40,Miles Bridges,27,CHO,PF,24,24,34.7,7.3,17.0,.425,2.4,7.7,.308,4.9,9.3,.522,.495,4.1,4.8,.852,1.0,5.3,6.3,3.6,0.6,0.5,1.6,1.9,21.0,,bridgmi02
41,Trey Murphy III,25,NOP,SF,23,23,35.7,7.3,15.3,.477,2.8,7.7,.362,4.5,7.6,.594,.568,3.7,4.0,.913,1.4,5.0,6.4,3.6,1.7,0.2,2.1,2.2,21.0,,murphtr02
42,Nickeil Alexander-Walker,27,ATL,SG,23,20,32.7,7.1,15.1,.468,2.9,7.3,.391,4.2,7.8,.542,.563,3.6,4.2,.856,0.8,2.7,3.5,3.4,1.0,0.7,2.2,2.2,20.7,,alexani01
43,Zach LaVine,30,SAC,SG,22,22,33.5,7.3,15.0,.486,2.8,7.1,.389,4.5,7.9,.575,.579,3.2,3.7,.866,0.3,2.8,3.1,2.3,0.8,0.2,2.2,2.2,20.6,,lavinza01
44,Paolo Banchero,23,ORL,PF,14,14,31.3,6.4,14.1,.452,1.1,3.7,.288,5.3,10.4,.510,.490,6.6,8.5,.773,0.9,7.1,7.9,3.8,0.6,0.8,2.4,2.2,20.4,,banchpa01
45,Josh Giddey,23,CHI,PG,21,21,34.1,7.0,14.8,.474,1.8,4.6,.396,5.2,10.2,.509,.535,4.5,6.0,.740,1.3,8.2,9.5,8.9,1.0,0.5,3.7,1.9,20.3,,giddejo01
46,Scottie Barnes,24,TOR,PF,25,25,33.8,7.6,15.0,.509,1.4,3.5,.398,6.2,11.5,.544,.556,3.3,3.9,.847,2.1,5.8,8.0,5.3,1.4,1.6,2.4,3.1,20.0,,barnesc01
47,Anthony Davis,32,DAL,PF,10,10,29.3,8.0,15.3,.523,0.7,2.1,.333,7.3,13.2,.553,.546,2.9,4.2,.690,3.0,7.2,10.2,3.2,1.2,1.6,1.7,2.1,19.6,,davisan02
48,Jimmy Butler,36,GSW,SF,21,21,30.8,6.0,11.5,.519,1.0,2.0,.465,5.0,9.4,.530,.560,6.6,7.8,.848,2.2,3.5,5.7,5.0,1.6,0.2,1.4,1.2,19.5,,butleji01
49,Jerami Grant,31,POR,PF,23,11,29.7,5.7,13.0,.438,2.3,6.0,.394,3.3,7.0,.475,.528,5.7,6.7,.857,1.1,2.7,3.8,2.7,0.8,0.6,2.0,3.0,19.5,,grantje01
50,LaMelo Ball,24,CHO,PG,16,16,28.9,6.7,17.3,.386,2.4,8.6,.285,4.3,8.8,.486,.457,3.6,4.1,.877,1.1,4.9,6.0,8.5,1.1,0.2,3.3,3.1,19.4,,ballla01
51,RJ Barrett,25,TOR,SF,17,17,30.9,7.1,13.9,.506,1.8,5.1,.356,5.2,8.8,.593,.572,3.4,4.7,.725,0.7,4.1,4.8,3.8,0.8,0.2,1.5,2.6,19.4,,barrerj01
52,Bam Adebayo,28,MIA,C,18,18,30.5,6.9,14.4,.477,1.8,5.1,.352,5.1,9.4,.544,.538,3.6,4.6,.793,1.4,7.6,9.0,2.6,1.0,0.8,1.8,1.3,19.2,,adebaba01
53,Kristaps Porziņģis,30,ATL,C,13,12,25.9,6.4,12.8,.497,1.8,5.1,.364,4.5,7.8,.584,.569,4.5,5.3,.855,1.5,4.2,5.6,3.1,0.5,1.6,0.9,3.4,19.2,,porzikr01
54,Alex Sarr,20,WAS,C,16,16,29.7,7.8,15.1,.515,1.1,3.3,.346,6.6,11.8,.561,.552,2.4,3.8,.639,2.4,6.2,8.6,3.3,0.8,2.0,2.1,2.1,19.1,,sarral01
55,Evan Mobley,24,CLE,PF,24,24,34.1,7.0,14.0,.500,1.5,4.3,.353,5.5,9.8,.564,.554,3.4,5.4,.631,2.5,6.7,9.1,4.0,1.0,1.7,2.3,2.3,18.9,,mobleev01
56,Jalen Duren,22,DET,C,21,21,29.2,6.9,10.5,.655,0.0,0.0,,6.9,10.5,.655,.655,5.1,6.8,.754,4.2,7.3,11.5,1.8,0.8,1.0,2.6,3.3,18.8,,durenja01
57,Aaron Gordon,30,DEN,PF,13,13,28.3,6.3,11.8,.532,2.2,4.8,.444,4.2,7.0,.593,.623,4.0,4.6,.867,1.5,4.5,5.9,1.3,0.8,0.2,1.4,1.8,18.8,,gordoaa01
58,Chet Holmgren,23,OKC,PF,20,20,28.9,7.1,12.4,.575,1.4,3.9,.364,5.7,8.5,.671,.632,3.0,3.8,.787,1.5,6.6,8.1,1.7,0.7,1.5,2.1,3.2,18.6,,holmgch01
59,CJ McCollum,34,WAS,SG,22,22,30.0,6.6,15.0,.442,3.0,7.5,.402,3.6,7.5,.482,.542,2.3,2.9,.797,0.5,2.5,3.0,3.4,0.7,0.3,1.6,2.3,18.6,,mccolcj01
60,Desmond Bane,27,ORL,SG,24,24,33.0,6.5,14.9,.439,1.6,5.0,.325,4.9,9.9,.496,.493,3.5,3.8,.934,1.3,3.1,4.4,4.5,0.8,0.3,2.1,3.0,18.3,,banede01
61,Joel Embiid,31,PHI,C,9,9,25.1,6.1,15.0,.407,1.0,4.7,.214,5.1,10.3,.495,.441,5.0,5.9,.849,1.3,4.2,5.6,3.0,0.8,1.3,2.3,1.9,18.2,,embiijo01
62,DeMar DeRozan,36,SAC,PF,24,24,33.1,6.5,13.1,.498,0.8,2.0,.367,5.8,11.1,.523,.527,4.1,4.6,.892,0.6,2.5,3.1,3.5,1.3,0.2,1.1,2.1,18.0,,derozde01
63,Kon Knueppel,20,CHO,SF,24,23,33.5,6.3,13.7,.459,3.4,8.4,.403,2.9,5.3,.547,.582,2.1,2.3,.909,1.0,4.5,5.5,3.3,0.8,0.2,2.4,2.3,18.0,,knuepko01
64,Ja Morant,26,MEM,PG,12,12,28.8,5.8,16.3,.359,0.8,5.0,.167,5.0,11.3,.444,.385,5.4,5.8,.942,0.5,3.0,3.5,7.6,1.0,0.1,3.8,2.3,17.9,,moranja01
65,Andrew Nembhard,26,IND,PG,16,16,31.1,5.9,13.5,.435,1.8,5.1,.358,4.1,8.4,.481,.502,4.3,5.1,.841,0.3,1.8,2.1,6.6,0.9,0.2,2.4,2.5,17.9,,nembhan01
66,Jalen Williams,24,OKC,SG,5,5,29.0,7.0,15.2,.461,0.6,2.2,.273,6.4,13.0,.492,.480,3.2,3.2,1.000,0.4,4.8,5.2,6.4,1.2,1.0,1.2,2.0,17.8,,willija06
67,Trae Young,27,ATL,PG,5,5,27.8,5.2,14.0,.371,1.0,5.2,.192,4.2,8.8,.477,.407,6.4,7.8,.821,0.0,2.0,2.0,7.8,0.8,0.2,2.0,1.8,17.8,,youngtr01
68,Ryan Rollins,23,MIL,PG,25,24,32.3,6.8,14.2,.476,2.3,5.8,.390,4.5,8.4,.536,.556,1.7,2.2,.782,0.8,3.4,4.2,6.0,1.6,0.3,2.6,2.8,17.5,,rolliry01
69,Derrick White,31,BOS,SG,23,23,33.2,6.1,15.5,.393,3.1,9.1,.338,3.0,6.3,.473,.493,2.2,2.7,.836,0.8,3.3,4.1,5.3,1.5,1.3,1.7,2.0,17.5,,whitede01
